,Date,Form,New,Matters_level01,Matters_level2
3441,1721-03-06T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3443,1721-04-04T00:00:00Z,Ordnung,False,2 Public Order and Safety,Administration and Justice
3460,1721-12-03T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3461,1721-12-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3463,1722-01-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3469,1722-03-10T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3483,1722-09-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3495,1723-01-07T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3496,1723-01-12T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3501,1723-02-23T00:00:00Z,Ordnung,False,2 Public Order and Safety,Administration and Justice
3512,1723-05-03T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3513,1723-05-17T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3518,1723-07-22T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3521,1723-09-20T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3530,1723-12-24T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3532,1724-01-17T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
3541,1724-03-22T00:00:00Z,Placcard,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3545,1724-06-14T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3547,1724-07-10T00:00:00Z,Verordnung,False,1 Social Order and Religion,Marginal Groups
3551,1724-09-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3554,1725-01-09T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Craft and trade
3560,1725-01-31T00:00:00Z,Jägerordnung,False,4 Economic order. Work and professional regulations,Forestry and Land Use
3563,1725-02-18T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3582,1725-09-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3586,1725-12-28T00:00:00Z,Verordnung,True,1 Social Order and Religion,Succession
3601,1726-04-29T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3602,1726-05-01T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3608,1726-07-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3627,1727-02-19T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3641,1727-06-30T00:00:00Z,Ordnung,True,1 Social Order and Religion,Marginal Groups
3652,1727-11-22T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3657,1728-03-10T00:00:00Z,Ordnung,False,1 Social Order and Religion,Abundance and Luxury
3664,1728-06-01T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3665,1728-06-16T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3672,1728-09-06T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3683,1729-02-18T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3687,1729-03-22T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3693,1729-05-24T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3729,1731-06-09T00:00:00Z,Verordnung,True,5 Land Divisions,Water
3741,1732-02-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
3747,1732-03-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3751,1732-09-16T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3755,1732-12-10T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3769,1733-06-13T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Agriculture
3779,1734-01-08T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3791,1734-08-31T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3801,1735-02-16T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3802,1735-03-02T00:00:00Z,Verordnung,True,5 Land Divisions,Water
3805,1735-03-21T00:00:00Z,Verordnung,True,5 Land Divisions,Water
3820,1736-02-17T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
3828,1736-09-10T00:00:00Z,Mandat,True,4 Economic order. Work and professional regulations,Trade and Services
3829,1736-10-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3831,1736-12-15T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3832,1736-12-20T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Work Order/Work Regulation
3842,1738-02-25T00:00:00Z,Verordnung,True,2 Public Order and Safety,Censorship
3846,1738-04-10T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3851,1738-08-22T00:00:00Z,Verordnung,False,3 Social Services. Healthcare. Education. Culture,Healthcare
3852,1738-09-10T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Healthcare
3855,1738-11-22T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3856,1738-12-15T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3859,1738-12-29T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3860,1739-01-05T00:00:00Z,Ordnung,True,1 Social Order and Religion,Marginal Groups
3863,1739-01-27T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
3864,1739-02-06T00:00:00Z,Ordnung,False,2 Public Order and Safety,Administration and Justice
3865,1739-02-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3869,1739-05-13T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3870,1739-05-19T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3872,1739-06-15T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3889,1740-04-06T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3896,1740-06-01T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3902,1740-11-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3912,1741-03-23T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3913,1741-03-24T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3923,1741-08-17T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3933,1742-01-13T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3935,1742-02-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Work Order/Work Regulation
3937,1742-03-09T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3941,1742-04-25T00:00:00Z,Ordnung,False,1 Social Order and Religion,Marginal Groups
3944,1742-05-21T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3945,1742-05-29T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Craft and trade
3947,1742-06-29T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3952,1742-09-24T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3963,1743-06-25T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
3967,1743-09-19T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3969,1743-12-05T00:00:00Z,Chorgerichtssatzung,True,1 Social Order and Religion,Matters of Religion
3974,1744-02-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
3979,1744-04-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
3989,1744-09-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Craft and trade
3990,1745-01-09T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3991,1745-01-20T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3996,1745-05-13T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
3998,1745-06-17T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
3999,1745-07-10T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4002,1745-08-27T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
4003,1745-09-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4008,1745-11-08T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
4009,1745-12-02T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4013,1746-01-06T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4017,1746-03-31T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
4018,1746-04-22T00:00:00Z,Mandat,True,5 Land Divisions,Land Real Estate
4020,1746-05-13T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
4025,1746-09-19T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
4037,1747-03-27T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
4039,1747-05-13T00:00:00Z,Verordnung,True,2 Public Order and Safety,Censorship
4041,1747-06-07T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
4044,1747-07-04T00:00:00Z,Fürkaufordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4047,1747-09-06T00:00:00Z,Ordnung,False,1 Social Order and Religion,Abundance and Luxury
4051,1747-12-02T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
4054,1748-02-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4055,1748-02-08T00:00:00Z,Predikantenordnung,True,1 Social Order and Religion,Matters of Religion
4057,1748-05-10T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4063,1749-02-05T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4071,1749-05-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4073,1749-06-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4074,1749-06-30T00:00:00Z,Mandat,True,4 Economic order. Work and professional regulations,Trade and Services
4075,1749-07-04T00:00:00Z,Mandat,True,4 Economic order. Work and professional regulations,Trade and Services
4080,1750-02-27T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4092,1751-04-03T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Craft and trade
4100,1751-12-29T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4102,1752-02-01T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4103,1752-02-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4104,1752-02-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4108,1752-06-20T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
4109,1752-06-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4111,1752-09-01T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4115,1753-01-24T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4116,1753-01-25T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
4117,1753-01-25T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
4120,1753-03-03T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
4122,1753-03-24T00:00:00Z,Verordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
4124,1753-04-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4125,1753-05-09T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
4126,1753-05-19T00:00:00Z,Verordnung,True,5 Land Divisions,Water
